[22/01/20 09:10:04] @elonmusk - RT by @_Bergelmir_: Cancel Cancel Culture! (Tue 09:35:23) https://twitter.com/elonmusk/status/1262783922708058113
[22/02/05 13:10:04] @elonmusk - RT by @_Bergelmir_:  (Sat 12:19:53) http://twitter.com/elonmusk/status/1490057614436282383
[23/05/27 08:51:09] @elonmusk - RT @Tesla - Regenerative braking enables you to bring your Tesla to a complete stop without using the brake pedal, maximizing efficiency & reducing wear & tear Also, traction & stability controls are active during regen, giving you more control during deceleration https://t.co/5vOdyxXEu6  (Sat 08:48:06) https://twitter.com/Tesla/status/1662475290486906881
[23/05/27 20:00:14] @elonmusk - RT @Grimezsz - End Poem of minecraft is literally the best thing I've ever read?? So worth reading the whole thing: https://t.co/Uh1el5NqKc https://t.co/BPrNWtMSon  (Sat 19:57:00) https://twitter.com/Grimezsz/status/1662640969630781442
[23/06/01 14:45:10] @elonmusk - RT @DirtyTesLa - Powerwall is one of the best products I've ever purchased. Nothing but sunny blue skies for over a week, yet power is out for 5k+ customers. Check out more details of my @Tesla Powerwall experience here https://t.co/8zaghChvEx https://t.co/fWHc95f2m6  (Thu 14:43:52) https://twitter.com/DirtyTesLa/status/1664031205430374402
[23/06/02 13:48:18] @elonmusk - RT @SawyerMerritt - BREAKING: @Tesla says ALL new Model 3 vehicles in the US now qualify for the full $7,500 EV tax credit, meaning the Model 3 now starts at $32,740 (with incentives). In some states, you can get it for under $30k. Before, the RWD and Long Range versions only qualified for $3,750. https://t.co/6K3aW60vse  (Fri 13:45:32) https://twitter.com/SawyerMerritt/status/1664723258627817478
[23/06/02 20:57:03] @elonmusk - RT @tegmark - Dagan Shani has IMHO made the most important film of the year - about the harsh #AI truth: https://t.co/Ajshj0MyQe  (Fri 20:55:28) https://twitter.com/tegmark/status/1664830152193323008
[23/06/05 08:39:03] @elonmusk - RT @Tesla - Beat previous record by >8 seconds! https://t.co/BLtZV9WGYM	 (Mon 08:38:41) https://twitter.com/Tesla/status/1665068919109951489
[23/06/06 07:15:06] @elonmusk - RT @Space_Station - Over 7,000 pounds of new experiments, new solar arrays, and other cargo has arrived at the station after the @SpaceX Dragon cargo craft docked to the Harmony module at 5:54am ET today. https://t.co/L1U6pEOQfX  (Tue 07:12:12) https://twitter.com/Space_Station/status/1666023004579704832
[23/06/06 18:21:04] @elonmusk - RT @neuralink - We currently have over 20 of our latest generation implants that have passed the 5-year mark of accelerated aging on benchtop (and still going!) 5🚀 #techtuesday https://t.co/cA16Hje8dd  (Tue 18:20:40) https://twitter.com/neuralink/status/1666248950431760384
[23/06/11 15:09:06] @elonmusk - RT @Tesla - Sentry Mode enables your Tesla to monitor & record potential threats while parked https://t.co/LR4inVjZlc  (Sun 15:06:44) https://twitter.com/Tesla/status/1667910869613703169
[23/06/14 00:18:05] @elonmusk - RT @Tesla - Within 15 mins, you can recover up to 200 miles/275 km https://t.co/D64SvNSleH  (Wed 00:16:54) https://twitter.com/Tesla/status/1668675404939272196
[23/06/14 17:42:06] @elonmusk - RT @teslaenergy - Powerwall with Backup Switch automatically detects grid outages & powers your home when you need it most → https://t.co/gteSURtsnM https://t.co/pSmmFWAzxM  (Wed 17:41:19) https://twitter.com/teslaenergy/status/1669136359309836288
[23/06/15 12:15:08] @elonmusk - RT @GiorgiaMeloni - Ho accolto con grande piacere oggi a Palazzo Chigi @elonmusk. Un incontro molto proficuo e un momento di grande cordialità dove abbiamo affrontato alcuni temi cruciali: innovazione, opportunità e rischi dell'intelligenza artificiale, regole europee di mercato e natalità. Avanti… https://t.co/QO1kHgZkxO https://t.co/MOQlirj7XC  (Thu 12:14:51) https://twitter.com/GiorgiaMeloni/status/1669405422497800193
[23/06/16 09:24:07] @elonmusk - RT @EmmanuelMacron - Let’s work together ! #ChooseFrance 🇫🇷 https://t.co/6R01XT44rw  (Fri 09:22:23) https://twitter.com/EmmanuelMacron/status/1669706710489899009
[23/06/16 14:03:02] @elonmusk - RT @Tesla - Produced our 10 millionth 4680 cell at Giga Texas this week! https://t.co/0x2CNoDvCR  (Fri 14:00:00) https://twitter.com/Tesla/status/1669810072409481223
[23/06/17 16:12:06] @elonmusk - RT @VivaTech - "We should be able to express things, otherwise it is censorship and at some point, censorship goes against you." - @ElonMusk discusses with @Cheydema, CEO @Orange at #VivaTech https://t.co/E95fKGPbKY	 (Sat 16:09:22) https://twitter.com/VivaTech/status/1669722321119068165
[23/06/21 08:18:06] @elonmusk - RT @FonsDK - Watching Twitter videos on my TV only took me a few seconds to set up🤯 An awesome feature, if you’re watching longer videos on X/Twitter @elonmusk https://t.co/evzStWfBge https://t.co/r1LzZ5ovoD  (Wed 08:15:32) https://twitter.com/FonsDK/status/1671370010743263233
[23/06/21 15:24:07] @elonmusk - RT @Tesla_AI - Tesla is building the foundation models for autonomous robots https://t.co/oQzk8gXG40 https://t.co/VUES9jU3ze  (Wed 15:23:39) https://twitter.com/Tesla_AI/status/1671586539233501184
[23/06/21 15:27:03] @elonmusk - RT @Tesla_AI - These video foundation models will serve as the brain of both the car & Optimus robot 🚘🧠🤖 Join the Tesla AI team to build the future of robotics! → https://t.co/dpUsVwDkge https://t.co/LfJ7dgTloj  (Wed 15:24:18) https://twitter.com/Tesla_AI/status/1671589939950100495
[23/06/21 15:27:05] @elonmusk - RT @Tesla_AI - And will be trained on enormous amounts of compute https://t.co/BsmG9Vse6I  (Wed 15:24:13) https://twitter.com/Tesla_AI/status/1671589874686730270
[23/06/21 17:33:08] @elonmusk - RT @FonsDK - Watching Twitter videos on my TV only took me a few seconds to set up🤯 An awesome feature, if you’re watching longer videos on X/Twitter @elonmusk https://t.co/evzStWfBge https://t.co/r1LzZ5ovoD  (Wed 08:15:32) https://twitter.com/FonsDK/status/1671370010743263233
[23/06/23 09:06:07] @elonmusk - RT @Tesla - Solar Roof is built to withstand any weather, including heavy storms & hail https://t.co/S50Z01rrwp	 (Fri 09:02:51) https://twitter.com/Tesla/status/1672218014534582277
[23/06/23 19:00:13] @elonmusk - RT @ashleevance - Come one, come all. Am talking commercial space tomorrow with @elonmusk https://t.co/w5KJS5lWD1  (Fri 18:57:32) https://twitter.com/ashleevance/status/1672421607745421313
[23/06/29 09:27:06] @elonmusk - RT @Tesla - Camp Mode maintains cabin temperature, airflow & interior lighting while you sleep 🏕️ https://t.co/9dsXfZlOpQ https://t.co/8QUawxJKMc  (Thu 09:26:21) https://twitter.com/Tesla/status/1674442231887933440
[23/06/30 19:12:09] @elonmusk - RT @Space_Station - Welcome home Dragon! 🪂 @SpaceX’s Dragon cargo spacecraft splashed down off the coast of Florida today at 10:30am ET carrying 3,600 pounds of science and hardware back to Earth. This marks the completion of SpaceX’s 28th cargo resupply mission. https://t.co/aod5twPf0J  (Fri 19:10:27) https://twitter.com/Space_Station/status/1674789545697755137
[23/07/02 15:12:05] @elonmusk - RT @Tesla - In Q2, we produced nearly 480k vehicles & delivered over 466k vehicles → https://t.co/YehXmk8vzK  (Sun 15:10:26) https://twitter.com/Tesla/status/1675561595613720590
[23/07/07 09:39:02] @elonmusk - RT @Tesla - Share directions with your Tesla from your phone & it will automatically start routing https://t.co/cGBANmDIlY  (Fri 09:38:42) https://twitter.com/Tesla/status/1677102978421989377
[23/07/07 17:09:04] @elonmusk - RT @boringcompany - Mission accomplished! https://t.co/UcVCTUcukX  (Fri 17:08:47) https://twitter.com/boringcompany/status/1677423187607298049
[23/07/12 10:24:07] @elonmusk - RT @xai - What are the most fundamental unanswered questions?  (Wed 10:22:35) https://twitter.com/xai/status/1679178250017456128
[23/07/19 14:24:07] @elonmusk - RT @Tesla: Q2 Shareholder Update → http://ir.tesla.com — Highlights In Q2, we produced a record number of vehicles, thanks to ongoin… (Wed 14:08:32) https://twitter.com/elonmusk/status/1681773036897181696
[23/12/05 23:06:18] @elonmusk - RT by @elonmusk: traceroute woke_mind_virus (Sat 17:00:34) https://twitter.com/elonmusk/status/1472371245744373760
[24/01/09 10:25:05] @elonmusk - RT by @kenklippenstein: Oh yeah, Klip Einstein, pseudojournalist & douche-about-town (Fri 13:07:09) https://twitter.com/elonmusk/status/1279144671286038528
[24/02/27 05:08:01] @elonmusk - RT @Tesla: Tesla manufacturing is building the machine that builds the machine (Mon 22:08:53) https://twitter.com/elonmusk/status/1762359124699025875
[24/03/11 06:25:05] @elonmusk - RT @w1991e: Starship vs Saturn V https://pbs.twimg.com/media/GIWxYx6XIAAHV-S.jpg (photo) (Mon 00:45:05) https://x.com/_/status/1767094378139447602
[24/03/11 08:59:17] @elonmusk - RT @SpaceX: Crew-7 is undocking six days after Dragon and Crew-8 arrived at the station https://pbs.twimg.com/media/GIZfSagbQAAdKBQ.jpg (photo), https://pbs.twimg.com/media/GIZfTm_bQAAfEkT.jpg (photo) (Mon 08:57:36) https://x.com/_/status/1767218326135095418
[24/03/11 09:06:13] @elonmusk - RT @NASA: LIVE: @SpaceX's Dragon Endurance is undocking as #Crew7 wraps up their months-long science expedition aboard the @Space_Station.… (Mon 09:03:27) https://x.com/_/status/1767219794510487618
[24/03/11 10:44:19] @elonmusk - RT @teslaownersSV: BREAKING: Tesla Owners Silicon Valley's Interview with Kimbal Musk @kimbal - Discussing his life and love for cooking,… (Mon 10:39:41) https://x.com/_/status/1767244013323595828
[24/03/11 12:50:18] @elonmusk - RT @Safety: http://x.com/i/article/1767274987449126912 (Mon 12:48:14) https://x.com/_/status/1767276364560773389
[24/03/11 12:57:16] @elonmusk - RT @SpaceX: And while Crew-8 was readying for launch and Crew-7 was aboard the orbiting laboratory, Crew-9 was preparing for their mission… (Mon 12:51:41) https://x.com/_/status/1767277232253276496
[24/03/11 13:39:09] @elonmusk - RT @andst7: Da oggi Starlink in 🇮🇹 da soli €29 al mese. Continua l’impegno di Starlink nel nostro Paese per connettere tutti i cittadini… (Mon 13:37:25) https://x.com/_/status/1767288740857118735
[24/03/11 17:51:06] @elonmusk - RT @MartinKulldorff: I am no longer a professor of medicine at @Harvard. Here is the story of my Harvard experience until I was fired for c… (Mon 17:49:25) https://x.com/_/status/1767352159018852476
[24/03/11 22:59:11] @elonmusk - RT @NASA: #Crew7 is set to splash down in the Gulf of Mexico at 5:50am ET (0950 UTC) on Tuesday, March 12—and you could see Dragon as it re… (Mon 22:52:59) https://x.com/_/status/1767428555091439892
[24/03/12 08:45:46] @elonmusk - RT @NASA_Johnson: The @SpaceX Dragon spacecraft carrying the #Crew7 astronauts has been lifted onto the recovery ship. Next, the crew will… (Tue 08:36:15) https://x.com/_/status/1767575339771810223
[24/03/12 10:09:11] @elonmusk - RT @stclairashley: Sweden placed strict limitations on medical gender-affirming intervention for minors after a 14-year-old girl was found… (Tue 10:06:01) https://x.com/_/status/1767597927718162440
[24/03/12 15:17:20] @elonmusk - RT @cb_doge: Just a reminder: You can upload 4hr long videos on this platform.	https://pbs.twimg.com/ext_tw_video_thumb/1767673568656072704/pu/img/lEqv3szfGsaUT9L1.jpg (video) (Tue 15:10:41) https://x.com/_/status/1767674600597356688
[24/03/12 20:11:08] @elonmusk - RT @zerohedge: "Major Measles Outbreak" Reported In US As Migrant Shelters Become Infectious Disease Breeding Grounds https://t.co/LDLHpIv1… (Tue 20:09:32) https://x.com/_/status/1767749810902233481
[24/03/12 20:25:23] @elonmusk - RT @stillgray: The Haitians are coming. The Department of Defense testified today that the Biden administration anticipates "mass migratio… (Tue 20:18:19) https://x.com/_/status/1767752021229138016
[24/03/12 21:28:08] @elonmusk - RT @teslaownersSV: Tesla Cybertruck is super easy to charge on the Tesla network. You can go anywhere you want https://pbs.twimg.com/amplify_video_thumb/1767599859899703297/img/u93OJrxCiZVOEtBO.jpg (video) (Tue 21:24:24) https://x.com/_/status/1767768651732525104
[24/03/14 07:00:36] @elonmusk - RT @FutureJurvetson: Starships are meant to fly... An incredible launch this morning, with 33 Raptor engines breathing fire, hot staging ov… (Thu 06:53:15) https://x.com/_/status/1768274194700091431
[24/03/14 13:04:11] @elonmusk - RT @MarioNawfal: ELON IN 2002: "I started SpaceX with the idea of making life multi-planetary." 2008: Falcon 1 becomes the first privately… (Thu 12:52:52) https://x.com/_/status/1768364695499522418
[24/03/14 14:28:06] @elonmusk - RT @Starlink: Reliable high-speed, low-latency internet around the world—even while traveling at 27,000 km/h through a plasma field 🛰🚀 (Thu 14:23:19) https://x.com/_/status/1768387455101657303
[24/03/14 18:33:20] @elonmusk - RT @teslaownersSV: Starship is the biggest rocket ever built! 🚀 https://pbs.twimg.com/media/GIrAsbjasAE35YK.jpg (photo) (Thu 18:27:20) https://x.com/_/status/1768448867509453278
[24/03/14 18:40:17] @elonmusk - RT @j32pmxr: FSD V12.3 comments. More videos to come, but these are my succinct comments after about 60 minutes of city streets on V12.3. h… (Thu 18:38:27) https://x.com/_/status/1768451663319150732
[24/03/15 17:23:09] @elonmusk - RT @SpaceX: Watch Falcon 9 launch 23 @Starlink satellites to low-Earth orbit  https://twitter.com/i/broadcasts/1eaKbgRlZEVGX (Fri 17:18:27) https://x.com/_/status/1768793920001987050
[24/03/15 18:26:15] @elonmusk - RT @SpaceX: Ship in space https://pbs.twimg.com/media/GIwQxwVbAAAaRRp.jpg (photo), https://pbs.twimg.com/media/GIwQyumbwAEHjsF.jpg (photo), https://pbs.twimg.com/media/GIwQzyXbsAAksvA.jpg (photo), https://pbs.twimg.com/media/GIwQ0nha4AACdYo.jpg (photo) (Fri 18:21:43) https://x.com/_/status/1768809840669814909
[24/03/17 12:22:09] @elonmusk - RT @grok: @elonmusk @xai ░W░E░I░G░H░T░S░I░N░B░I░O░ (Sun 12:20:53) https://x.com/_/status/1769443808821825986
[24/03/17 17:44:20] @elonmusk - RT @cb_doge: Elon Musk talked about T.I.T.S and A.S.S on 𝕏-Space 🤣 https://pbs.twimg.com/amplify_video_thumb/1769503780993650688/img/YcK_L41NmFrMrVoy.jpg (video) (Sun 17:38:03) https://x.com/_/status/1769523625487385085
[24/03/17 23:06:17] @elonmusk - RT @rpoo: grok-1 is out! come do your life's work @ xAI - https://pbs.twimg.com/media/GI7jclhbsAAOpL2.jpg (photo) http://x.ai/careers (Sun 23:01:24) https://x.com/_/status/1769605002736071167
[24/03/18 10:37:07] @elonmusk - RT @KanekoaTheGreat: #14 What were these classifiers? Here's a leaked document, "Fringe ranking/classifier." Google ranked ABC, CBS, and… (Mon 10:26:19) https://x.com/_/status/1769777366027370772
[24/03/18 14:42:22] @elonmusk - RT @XData: X has over 8 billion daily active user minutes on average so far in 2024, up 10% from last year. https://pbs.twimg.com/ext_tw_video_thumb/1769826731723264000/pu/img/SMCpXABwHxjJC9-E.jpg (video) (Mon 14:39:11) https://x.com/_/status/1769841000028012552
[24/03/18 14:56:06] @elonmusk - RT @libsoftiktok: BIDEN’s BORDER BLOODBATH #BidensBorderBloodbath Pass it on! (Mon 14:54:14) https://x.com/_/status/1769844788629471330
[24/03/18 15:31:11] @elonmusk - RT @waitbutwhy: Nothing is clearer in history than the adoption by successful rebels of the methods they were accustomed to condemn in the… (Mon 15:30:00) https://x.com/_/status/1769853788192407829
[24/03/18 20:39:22] @elonmusk - RT @imPenny2x: The media is broken Tribalism and censorship rule On 𝕏, let us be different Support good faith arguments, and problem sol… (Mon 20:37:14) https://x.com/_/status/1769931107741434084
[24/03/18 20:39:24] @elonmusk - RT @SpaceX: Liftoff! https://pbs.twimg.com/amplify_video_thumb/1769913841184649218/img/ZqbGGHwHWMZ7rUeK.jpg (video) (Mon 20:36:24) https://x.com/_/status/1769930899347362002
[24/03/18 21:00:17] @elonmusk - RT @MarioNawfal: LIVE: @elonmusk talks about restoring free speech with X "There's a reason we have the First Amendment.  Why does it exi… (Mon 20:43:31) https://x.com/_/status/1769932689295978833
[24/03/19 02:48:15] @elonmusk - RT @SpaceX: Falcon 9 launches @Starlink satellites to orbit from California (Tue 02:41:10) https://x.com/_/status/1770022695867937248
